"","Country.Name","NY.GDP.PCAP.CD.YR2013","NY.GDP.PCAP.CD.YR2014","NY.GDP.PCAP.CD.YR2015","NY.GDP.PCAP.CD.YR2016","NY.GDP.PCAP.CD.YR2017","NY.GDP.PCAP.CD.YR2018","NY.GDP.PCAP.CD.YR2019","NY.GDP.PCAP.CD.YR2020","NY.GDP.PCAP.CD.YR2021","NY.GDP.PCAP.CD.YR2022","IT.NET.USER.ZS.YR2013","IT.NET.USER.ZS.YR2014","IT.NET.USER.ZS.YR2015","IT.NET.USER.ZS.YR2016","IT.NET.USER.ZS.YR2017","IT.NET.USER.ZS.YR2018","IT.NET.USER.ZS.YR2019","IT.NET.USER.ZS.YR2020","IT.NET.USER.ZS.YR2021","IT.NET.USER.ZS.YR2022","IT.CEL.SETS.P2.YR2013","IT.CEL.SETS.P2.YR2014","IT.CEL.SETS.P2.YR2015","IT.CEL.SETS.P2.YR2016","IT.CEL.SETS.P2.YR2017","IT.CEL.SETS.P2.YR2018","IT.CEL.SETS.P2.YR2019","IT.CEL.SETS.P2.YR2020","IT.CEL.SETS.P2.YR2021","IT.CEL.SETS.P2.YR2022","SL.TLF.ADVN.ZS.YR2013","SL.TLF.ADVN.ZS.YR2014","SL.TLF.ADVN.ZS.YR2015","SL.TLF.ADVN.ZS.YR2016","SL.TLF.ADVN.ZS.YR2017","SL.TLF.ADVN.ZS.YR2018","SL.TLF.ADVN.ZS.YR2019","SL.TLF.ADVN.ZS.YR2020","SL.TLF.ADVN.ZS.YR2021","SL.TLF.ADVN.ZS.YR2022","PV.PER.RNK.YR2013","PV.PER.RNK.YR2014","PV.PER.RNK.YR2015","PV.PER.RNK.YR2016","PV.PER.RNK.YR2017","PV.PER.RNK.YR2018","PV.PER.RNK.YR2019","PV.PER.RNK.YR2020","PV.PER.RNK.YR2021","PV.PER.RNK.YR2022"
"131","Lao PDR",1815.44023790527,1984.50867013598,2125.45905698314,2309.0490761946,2439.4633552251,2553.36186646266,2598.50552320723,2593.35509719847,2535.62343427332,2088.37718210612,12.5,14.26,18.2,21.87,25.51043508,36.3,47.03225806,54,62,62,69.88020438,69.02215871,54.91280264,57.44162039,53.04168369,51.54585373,64.29411986,63.34796067,64.95535792,64.95535792,77.94,77.94,77.94,77.94,77.94,77.94,77.94,77.94,77.94,77.94,48.8151664733887,62.3809509277344,61.9047622680664,64.2857131958008,61.4285697937012,59.9056587219238,62.2641525268555,68.3962249755859,69.8113174438477,69.8113174438477
"136","Latvia",15007.4918561719,15742.3913381905,13786.4567953114,14331.7515885053,15695.115154106,17865.0310947639,17945.2222164981,18207.1396408628,21080.1774491839,21851.1052012696,75.2344,75.83,79.20058292,79.84209778,80.114077,83.57717486,86.13545644,88.89796078,91.17964988,91.03009059,125.917678,118.5456871,130.0230176,134.2946659,126.0509437,106.9512252,108.0924889,108.1340417,115.358508,117.0957679,83.69,82.28,83.22,84.25,84.11,85.54,85.61,83.86,77.71,77.42,65.4028472900391,61.9047622680664,60.476188659668,62.3809509277344,62.8571434020996,59.4339637756348,59.9056587219238,60.8490562438965,68.8679275512695,68.8679275512695
"138","Lebanon",8255.20921057153,7665.37969184142,7802.75136773923,8172.29947595953,8679.8974221128,9225.84515488016,8925.42186018651,5599.95752260733,4136.14657516013,4136.14657516013,70.5,73,74,76.11,78.18077489,80.9,79.7588832,83.1038168,86.58903046,86.58903046,68.40743516,69.92406534,72.78785236,68.33843563,72.00693309,74.34556707,73.29697162,75.72450204,76.67627276,76.67627276,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,6.63507127761841,7.14285707473755,7.14285707473755,8.09523773193359,8.5714282989502,7.07547187805176,6.60377359390259,8.01886749267578,9.43396186828613,9.43396186828613
"139","Lesotho",1141.36103810369,1165.0507051115,1113.86863173964,986.265256814218,1062.71239873122,1162.97879205186,1094.49943775496,939.504249056769,1040.30862270774,1107.39529790821,15,22,25,32.45385695,39,40.8,42.30173357,42.85616632,47.98299869,47.98299869,86.32341646,102.0783757,101.020571,106.485695,109.6832836,71.9803805,75.55517315,69.32469722,79.83391293,67.51784393,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,59.2417068481445,33.8095245361328,35.238094329834,37.1428565979004,39.0476188659668,40.0943412780762,29.2452831268311,39.1509437561035,40.0943412780762,40.0943412780762
"140","Liberia",717.635753333907,713.734882389203,699.662946853965,722.131226789418,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916,754.532876859838,3.2,5.41,10,15.7,16.3,18.9,23.48259047,27.95308059,33.63315905,33.63315905,57.61452999,71.36477026,79.17908718,66.23325736,55.45558956,55.45558956,38.85431717,32.49086403,31.82876165,31.82876165,93.6,93.6,93.6,92.69,74.85,74.85,74.85,74.85,74.85,74.85,29.3838863372803,24.761905670166,20.4761905670166,29.5238094329834,32.8571434020996,38.6792449951172,33.9622650146484,33.9622650146484,38.6792449951172,38.6792449951172
"143","Lithuania",15729.6524666512,16551.018202078,14263.9645773495,15008.313244553,16885.4073948375,19186.3595916406,19598.4008704357,20363.9244050084,23712.5357765275,24826.7910371972,68.4529,72.13,71.37805901,74.37664556,77.61525651,79.72258277,81.58186838,83.05554724,86.93054425,87.72420219,150.7823485,142.4940241,141.1735748,143.3251275,150.1602369,130.8936876,130.0157981,130.2002612,133.7323188,139.1367809,83.57,82.53,82.44,83.37,82.85,83.09,83.34,82.78,81.39,81.28,80.568717956543,70.476188659668,70.9523773193359,73.8095245361328,72.8571395874023,70.2830200195313,73.5849075317383,78.7735824584961,73.5849075317383,73.5849075317383
"147","Luxembourg",120000.14072986,123678.702143273,105462.012584423,106899.293549555,110193.213797229,116786.511654675,112621.821337402,117370.49690016,133590.146975586,126426.089934322,93.7765,94.67,96.37671417,98.13669867,97.36296032,97.06129871,97.12063569,98.45962893,98.66086333,98.24203749,145.1703844,144.2986392,141.6910194,130.9674621,133.158472,131.3674819,131.9105832,132.9505076,137.0751156,137.0751156,78.87,79.55,79.18,78.82,80.93,79.74,79.85,79.55,79.78,79.87,95.2606658935547,97.6190490722656,98.0952377319336,98.0952377319336,95.2380981445313,96.2264175415039,95.2830200195313,93.8679275512695,94.3396224975586,94.3396224975586
"148","Macao SAR, China",86853.4734232259,90873.6024865671,73220.6317344085,71919.0526699551,78985.632294577,84923.308755835,83183.4723863046,37646.4956527785,43873.4171613356,31617.5018997155,65.8,69.78,77.60013186,81.64298546,83.17408907,83.79408961,86.46792571,88.33262029,88.46810492,88.46810492,290.246118,307.2748098,308.1886876,314.3465329,320.5404246,335.0574739,420.8530977,412.9927856,185.6588995,174.5212668,91.18,74.09,91.75,90.79,90.79,90.79,90.79,90.79,90.79,90.79,69.1943130493164,93.8095245361328,92.8571395874023,97.6190490722656,97.6190490722656,93.3962249755859,93.3962249755859,91.0377349853516,88.2075500488281,88.2075500488281
"149","Madagascar",526.688019705349,517.136183197387,455.638034528182,464.616158414292,503.498058680237,512.543991518575,512.279665582666,462.40422880067,503.352081144811,505.035527643123,3,3.7,4.17397219,4.713662899,6.4,8.7,11.83136182,13.71677775,19.73016812,19.73016812,35.87033159,40.11353084,43.03168029,31.36331074,33.36129841,39.68745918,47.22673416,56.2228538,56.30041625,70.18472487,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,24.6445503234863,26.6666660308838,30.4761905670166,35.238094329834,33.8095245361328,25.4716987609863,34.4339637756348,26.4150943756104,24.056604385376,24.056604385376
"150","Malawi",501.19717297875,534.126977149089,544.276872378699,454.443266065248,500.165547203323,537.932204050438,584.362867276266,622.184591368491,633.609733286822,645.158692067185,5.05,5.83,6,6.3,7,8,13.43919985,18.92676996,24.40560063,24.40560063,33.01165645,34.18209505,38.76692535,41.24175037,43.46753766,38.52869707,47.17691214,51.6315658,60.03162334,60.12725997,90.26,90.26,90.26,90.26,71.23,71.23,71.23,66.1,66.1,66.1,38.8625602722168,50,48.0952377319336,41.9047622680664,37.1428565979004,30.6603775024414,35.8490562438965,44.3396224975586,45.2830200195313,45.2830200195313
"151","Malaysia",10727.6705533054,11045.5809765322,9699.58490873216,9555.64733478683,9979.70475684195,11073.9785943006,11132.1034532052,10160.8293465592,11109.2652881747,11971.9275991535,57.05751226,63.66542588,71.06406781,78.78830993,80.14047901,81.20104862,84.18714501,89.55501192,96.7514278,97.3986404,142.7087288,146.794505,141.9557664,137.8669153,132.4079212,130.908501,135.9610804,131.6976181,140.5905675,141.2923164,67.31,68.25,69.33,69.25,69.64,70.46,71.74,76.62,76.62,76.62,47.3933639526367,57.6190490722656,56.6666679382324,49.523811340332,51.4285697937012,54.7169799804688,53.7735862731934,50.9433975219727,50.9433975219727,50.9433975219727
"152","Maldives",8222.55802191859,8872.12866368996,9434.31190964075,9640.31919054401,10063.0037101733,10823.6104831326,11118.5262346524,7282.37291624623,10366.2567800183,11817.5239328803,44.1,49.28,54.46195515,59.5,65,70.9,77.46966424,77.58622488,85.76058262,85.76058262,156.0063185,159.7689676,169.8394332,178.7835827,190.5249745,175.1750865,164.1286164,139.513022,135.3978652,136.5417622,94.03,94.03,94.03,81.92,81.92,81.92,92.32,92.32,92.32,92.32,51.6587677001953,69.0476226806641,59.523811340332,61.4285697937012,55.238094329834,51.4150924682617,48.5849075317383,57.5471687316895,60.3773574829102,60.3773574829102
"153","Mali",778.797053031814,818.430341598893,723.504204968944,750.051809022529,795.682802118529,856.35659593664,840.175746132551,822.90613752314,881.510088639799,833.297255208972,3.5,7,10.33,14,18.9,21.4,22.31109004,27.85653831,34.49,34.49,116.1452168,133.9209668,125.3190059,108.1154139,114.0992437,110.1396447,111.4650138,119.2779414,111.0929919,114.4971206,81.4,65.81,76.5,79.49,79.72,81.72,81.72,67.73,67.73,67.73,6.16113758087158,6.66666650772095,7.61904764175415,8.5714282989502,6.1904764175415,5.18867921829224,3.77358484268188,3.77358484268188,2.8301887512207,2.8301887512207
"154","Malta",24769.4496027657,26753.2601254783,24921.6778983872,25623.855626725,28823.3457592861,31566.3581092742,31506.5568445964,29196.9777453786,34218.2147417968,33940.9495961291,68.9138,73.17,75.96001898,78.0751488,81.01191108,81.65804429,85.77859638,86.85876183,87.46977522,91.54075982,127.2274727,122.3518897,114.8018196,125.1793331,126.1236254,125.2767573,125.9617103,122.8511054,123.3832876,131.5920538,83.25,83.58,83.19,82.89,84.36,85.6,84.93,86.66,87.16,87.63,83.8862533569336,90.476188659668,88.5714263916016,90.476188659668,93.8095245361328,94.3396224975586,83.9622650146484,83.9622650146484,83.9622650146484,83.9622650146484
"155","Marshall Islands",3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4769.19045858792,5188.97111429082,5567.97272706332,6172.14506539834,6727.79956217374,14,16.8,19.2824418,29.78777936,38.70116262,38.70116262,38.70116262,38.70116262,38.70116262,38.70116262,30.74237887,30.74237887,31.37016798,31.37016798,33.90764405,33.90764405,35.77177607,36.85447091,38.04994055,38.04994055,77.43,77.43,77.43,77.43,77.43,77.43,77.43,77.43,84.37,84.37,85.7819900512695,82.8571395874023,79.523811340332,53.3333320617676,78.0952377319336,69.8113174438477,71.2264175415039,66.9811325073242,65.5660400390625,65.5660400390625
"156","Mauritania",1929.77566068946,1715.38883792802,1562.72685253245,1579.19930100836,1634.64284512097,1749.95423645373,1839.96277798478,1868.46824831502,2166.04479650543,2190.70020547034,6.2,11.8,17.6,24.1,24.2,35.1,42.32068274,53.51699827,58.75818983,58.75818983,106.5519286,97.6622448,92.35377146,89.19718946,97.93613675,106.9260114,107.4581053,129.1269247,141.1137094,113.1204131,75.82,75.82,75.82,75.82,75.82,75.82,70.67,70.67,70.67,70.67,17.5355453491211,25.7142848968506,23.3333339691162,20.4761905670166,24.761905670166,24.056604385376,25.4716987609863,21.698112487793,22.6415100097656,22.6415100097656
"157","Mauritius",9764.64402458295,10366.3551883371,9507.87133656424,9965.72521738767,10841.6846706773,11643.4605962124,11403.2528942201,9005.46202174274,9062.72247588818,10216.2947440415,40.11682514,44.80327537,50.13931848,52.19132594,55.4032403,58.5961697,61.72995515,64.88490358,67.58,67.58,118.8200739,127.8525949,136.2793111,140.1951139,142.074747,148.0645463,143.9967785,147.3924126,151.765127,161.3582163,71.64,73,73.33,74.34,74.88,74.73,73.66,90.6,90.6,90.6,78.1990509033203,68.0952377319336,84.7619018554688,86.1904754638672,81.4285736083984,78.7735824584961,75,75.4716949462891,75,75
"158","Mexico",10865.6872912453,11076.1341141975,9753.40056232226,8875.08206876137,9434.37817948243,9857.00748742213,10145.1526279593,8654.99732516958,10045.676371041,11091.3054302538,43.46,44.39,57.43104299,59.540446,53.03178861,56.6595668,69.63210927,71.49017499,75.62650476,75.62650476,91.01095461,88.37316756,89.62827659,91.94482417,93.07232465,96.89668563,97.561569,97.53972081,99.81384101,100.2881985,80.59,79.84,79.03,79.15,78.28,77.56,77.55,73.45,76.26,77.43,23.222749710083,17.619047164917,21.4285717010498,23.8095245361328,17.619047164917,23.1132068634033,18.8679237365723,16.9811325073242,23.5849056243896,23.5849056243896
"159","Micronesia, Fed. Sts.",2920.70086272777,2928.44878191958,2891.32210264749,3022.65362747328,3320.3549760029,3623.32933678299,3699.08151446862,3639.41269869588,3571.33676887856,3741.05776874774,27.8,29.65,31.50108128,33.35216255,35.30405287,35.30405287,39.85125701,40.12946709,40.40961941,40.40961941,28.90433662,28.90433662,20.55964627,21.29796408,20.93090646,20.93090646,20.65039774,19.62428416,19.4464824,19.4464824,82.01,82.01,82.01,82.01,82.01,82.01,82.01,82.01,82.01,82.01,88.6255950927734,81.4285736083984,86.6666641235352,89.523811340332,91.4285736083984,91.9811325073242,90.0943374633789,89.1509399414063,90.5660400390625,90.5660400390625
"164","Moldova",3321.04391689154,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5235.63604416292,5562.61362534668,37.44,40.5,43.1,46.7,49.9,50.3,57.76048611,59.15294877,61.28776161,61.28776161,108.2043477,111.9756969,113.2956183,117.468078,117.8002494,115.7581058,116.2198572,110.876909,127.3941322,127.4162572,69.76,71.23,71.78,71.75,69.1,68.67,71.98,70.7,71.65,73.56,45.971565246582,39.0476188659668,34.761905670166,34.761905670166,33.3333320617676,31.1320762634277,31.1320762634277,35.3773574829102,41.0377349853516,41.0377349853516
"165","Monaco",185055.487411959,195772.673042609,170338.600368097,174606.493834998,173611.784301022,194287.09331266,199382.781206882,182537.304600697,234317.084818276,234317.084818276,90.7,92.4,93.36330202,95.20817797,97.05297684,97.05297684,83.33974409,84.70640914,86.09548575,86.09548575,100.1072658,93.25671559,92.54624592,89.81953549,89.02386351,88.27945664,91.22158017,96.10801148,102.0171182,106.8167485,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,86.2559204101563,84.7619018554688,83.8095245361328,86.6666641235352,99.523811340332,99.5283050537109,98.1132049560547,76.8867950439453,78.7735824584961,78.7735824584961
"166","Mongolia",4422.30087597824,4211.93943483306,3919.35121410276,3690.7567775547,3708.24822113607,4165.0228208175,4394.94715010112,4041.17414513165,4566.14013102675,4946.75481125723,17.69998424,19.94244743,22.50000413,22.2657705,23.71426517,47.13000188,51.07999408,65.63058022,81.60682285,81.60682285,101.1398329,104.2861725,103.4878838,111.1573482,125.5209736,133.4403606,136.705791,132.467372,140.012223,142.2895592,71.94,73.51,71.84,69.69,70.01,67.33,69.46,69.52,66.57,67.55,63.5071105957031,73.3333358764648,69.0476226806641,73.3333358764648,73.3333358764648,73.1132049560547,67.9245300292969,71.2264175415039,66.9811325073242,66.9811325073242
"167","Montenegro",7188.86244459578,7387.87103632246,6517.18961381857,7033.43800629458,7803.36257940837,8850.37840418683,8909.65333601178,7677.36914105517,9465.96640819442,9893.51590693197,60.31,61,68.11978601,69.88164684,71.27233254,71.51710049,73.47666575,77.60879306,82.21969752,88.22192026,156.7802305,159.751787,158.981712,164.3464653,165.1820416,179.6504897,182.5833286,171.7021595,178.3957863,203.1681662,78.61,78.35,79.04,78.52,78.42,79.66,79.72,77.62,79.5,79.5,64.4549789428711,54.761905670166,52.3809509277344,55.7142868041992,42.8571434020996,48.5849075317383,50.4716987609863,46.698112487793,42.4528312683105,42.4528312683105
"169","Mozambique",672.203988558972,680.375300447653,594.226917756451,430.992945098065,462.699970143116,504.535826061786,508.163403756662,454.062364345564,491.83907494798,541.454425499229,5.5,6,6.5,7,7.796326608,10.9,14.63855268,16.31226657,17.37283681,17.37283681,49.11065305,70.98140522,75.00930402,54.25090462,41.56716262,47.83274319,48.7801676,49.59621356,42.66671846,42.07158261,76.31,76.31,76.31,76.31,76.31,76.31,76.31,76.31,76.31,76.31,38.3886260986328,32.3809509277344,27.619047164917,12.8571424484253,15.2380952835083,18.3962268829346,20.2830181121826,10.8490562438965,11.3207550048828,11.3207550048828
"170","Myanmar",1195.93779969734,1238.72871010838,1224.5623682428,1161.86181771761,1175.20255456427,1274.91566321935,1295.20148745222,1477.45290479479,1210.5406876897,1095.70178954585,1.8,7.4,10.9,16,23.62108195,28.7,30.63536537,41.95429049,44.02167324,44.02167324,13.48984154,56.83954844,79.62426697,97.48338233,91.69666523,116.0975729,154.4969145,147.0303762,126.2686102,106.6964737,69.99,69.99,69.99,69.99,66.53,66.96,66.46,69.63,69.63,69.63,14.2180099487305,11.4285717010498,10.4761905670166,18.0952377319336,13.3333330154419,11.3207550048828,10.8490562438965,9.90566062927246,4.71698093414307,4.71698093414307
"171","Namibia",5463.03136620996,5544.1038127905,4965.67282931154,4614.89217952266,5453.57062341501,5687.38118605248,5126.17614281673,4252.04180684509,4919.18895548026,4911.32763537761,13.9,14.84,25.68785182,31.03334594,36.83740647,40,44.8268148,48.76420428,52.9734788,52.9734788,123.7423736,119.0807762,111.7016048,114.4876454,113.3498609,114.6990872,115.4093117,116.4327399,115.2226488,113.1970166,86.59,85.72,85.72,74.77,74.77,79.01,79.01,79.01,79.01,79.01,78.6729888916016,66.6666641235352,69.523811340332,70.9523773193359,67.6190490722656,67.9245300292969,62.7358474731445,63.2075462341309,63.2075462341309,63.2075462341309
"172","Nauru",8825.97522077303,9063.00364136768,7587.25148547245,8528.62766313758,9361.0386655318,10985.8755528475,10316.5250416633,10124.7004971896,11632.6914902719,11913.6573290384,62.38512451,62.38512451,62.38512451,62.38512451,62.38512451,62.38512451,74.73791894,76.6826512,83.93521594,83.93521594,84.04112651,84.04112651,84.04112651,86.56116114,85.60178052,85.60178052,82.42664029,81.20178644,79.92327366,79.92327366,78.11,78.11,78.11,78.11,78.11,78.11,78.11,78.11,87.95,87.95,85.7819900512695,66.1904754638672,62.3809509277344,65.7142868041992,64.7619018554688,72.1698150634766,72.1698150634766,81.6037750244141,73.1132049560547,73.1132049560547
"173","Nepal",809.384457748037,827.744704916142,882.307663457577,880.224893683469,1027.96547448918,1161.5343496196,1185.68231813605,1139.18989202387,1229.39420520705,1336.54604726414,13.3,15.44,17.58161801,20.7,24.3,28.6,34.80551799,45.84615896,51.63135772,51.63135772,78.01707755,83.82947761,99.65856976,115.2869264,128.0766788,137.4358818,134.2096779,130.203706,127.2282803,127.2282803,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,14.6919431686401,21.4285717010498,14.2857141494751,17.1428565979004,25.7142848968506,26.4150943756104,28.7735843658447,41.5094337463379,38.2075462341309,38.2075462341309
"174","Netherlands",52198.8975607458,52900.5374153222,45193.4032187971,46039.105928411,48675.2223350217,53044.5324352244,52476.2732533318,52162.5701150397,57708.1112134322,55985.4034255707,93.9564,91.666666,91.72413793,90.4109589,93.19727891,91.89189189,93.2885906,91.33333333,92.05298013,92.51968504,115.4123066,115.3822493,122.1109286,121.9889276,119.3221581,122.1100816,125.3335923,122.8307665,125.0621654,118.0652669,81.05,80.85,80.72,80.16,80.22,80.71,80.47,80.49,79.38,80.48,90.9952621459961,86.1904754638672,80.476188659668,77.6190490722656,80.476188659668,76.4150924682617,75.9433975219727,74.5283050537109,79.7169799804688,79.7169799804688
"176","New Zealand",42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389,41760.5947839997,49996.4206725811,48249.2640150011,82.78,84,85.2,86.5,87.7,89,89.86372003,92.8650738,95.91020269,95.91020269,107.0856263,112.9769538,121.9886768,130.674682,134.8432405,130.5976242,121.2131234,123.2134933,113.9631575,114.6898687,69.76,82.45,83.28,83.57,84.24,83.64,83.76,83.42,83.42,83.42,98.5782012939453,99.523811340332,99.0476226806641,99.523811340332,98.5714263916016,99.0566024780273,96.698112487793,97.6415100097656,96.698112487793,96.698112487793
"177","Nicaragua",1794.78256608089,1913.52132128269,2025.32726145896,2079.44552907512,2127.27765860035,1981.86316786346,1905.63831305189,1876.60737169569,2064.92511550317,2255.42598603695,15.5,17.6,19.7042915,24.57183396,30.4,37.6,44.91635601,53.4046527,57.14684935,57.14684935,111.2683166,113.8384416,115.3296496,121.2275335,126.2222916,113.2267851,86.86221512,88.25160841,97.10898703,97.10898703,85.64,85.64,85.64,85.64,85.64,85.64,85.64,85.64,85.64,85.64,37.9146919250488,43.3333320617676,43.3333320617676,43.8095245361328,44.2857131958008,14.6226415634155,14.1509437561035,25,29.7169818878174,29.7169818878174
"178","Niger",548.157849006161,560.754475310886,481.111301119154,497.036120778867,514.543268872382,567.330849192284,550.963543141805,564.821997328603,590.629481388087,533.028763819513,1.15,1.248675689,2.476219975,4.32275803,10.22431156,10.22431156,16.61190218,21.46379477,22.38613931,22.38613931,37.56084948,42.51700417,44.50986093,35.71309522,40.38511133,40.38511133,51.69473548,58.5157033,56.38600069,56.38600069,68.85,68.85,68.85,68.85,69.58,69.58,69.58,69.58,69.58,69.58,9.47867298126221,10,13.3333330154419,11.9047622680664,10.4761905670166,8.96226406097412,9.43396186828613,7.54716968536377,8.01886749267578,8.01886749267578
"179","Nigeria",2976.75673612767,3200.95314600431,2679.55476480921,2144.77993839856,1941.87948520625,2125.83428239448,2334.02354308408,2074.61392802438,2065.74906750923,2184.42149316828,19.1,21,24.5,28.5,33.2,38.7,45.03137342,51.45837417,55.36371347,55.36371347,72.82602613,77.46743354,81.97475275,81.80668821,74.89572893,87.06722748,90.79595497,98.03255552,91.43723303,101.6857635,72.55,72.55,72.55,72.55,72.55,72.55,73.6,73.6,73.6,73.6,3.79146909713745,5.2380952835083,6.1904764175415,6.1904764175415,5.2380952835083,4.71698093414307,4.71698093414307,4.71698093414307,6.13207530975342,6.13207530975342
"181","North Macedonia",5241.05363860085,5495.73140012997,4861.55615984223,5149.58676436907,5450.49703529752,6108.73913136452,6070.38805358275,5965.45023195365,6694.64112581709,6591.4712922903,65.24,68.06,70.38020308,72.15681447,74.51682418,79.16775519,81.41288276,81.40553811,83.01821027,83.01821027,106.4234629,105.6594552,98.8434801,97.17078414,95.07708173,93.16855383,90.86343805,88.20817101,92.29897353,97.83329942,79.49,79.26,80.45,81.27,81.49,81.24,81.09,81.1,80.22,80.38,33.1753540039063,56.6666679382324,35.7142868041992,32.8571434020996,36.6666679382324,39.1509437561035,46.698112487793,50.4716987609863,50,50
"183","Norway",103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,90655.3910229392,106148.778627718,95.0534,96.3,96.81032569,97.29820367,96.3576013,96.49165799,98.00000439,94.60755647,99.0000036,98.99997764,112.0335357,111.6785885,110.1059349,109.4141225,108.380522,107.6910276,107.9941993,108.285471,109.6884687,110.6788541,84.82,85.23,85.01,84.41,83.5,83.19,83.67,83.73,83.06,80.91,95.7345962524414,89.523811340332,91.4285736083984,93.3333358764648,90.476188659668,90.5660400390625,91.9811325073242,94.3396224975586,90.0943374633789,90.0943374633789
"185","Oman",23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378,66.45,70.22,73.53,76.84539047,80.18563573,85.5,90.25944052,95.23229321,96.38007504,96.38007504,149.2089101,153.8060369,155.7561043,153.2914555,148.8216278,139.9674164,138.2321115,140.0686492,135.0769728,135.0769728,70.44,70.44,70.44,70.44,70.44,67.85,67.85,67.85,77.17,77.17,62.5592422485352,70,71.4285736083984,72.8571395874023,71.9047622680664,66.0377349853516,66.5094375610352,58.9622650146484,60.8490562438965,60.8490562438965
"188","Pakistan",1126.04077606401,1173.39230924409,1282.44302583998,1468.82207690892,1567.64061969895,1620.7425960251,1437.1658337701,1322.31478270271,1505.01019279459,1596.66266149236,9,10,11,12.38544676,13.78,15.34,17.07090172,18.93481469,21.0372074,21.0372074,62.20843608,65.19134199,59.67675827,63.92184347,66.79261828,70.07944774,74.07560451,77.3005648,81.55130785,81.74691267,64.35,61.62,69.01,57.22,57.22,61.2,64.67,64.67,67.47,67.47,0.947867274284363,3.33333325386047,1.42857146263123,1.42857146263123,1.90476191043854,2.8301887512207,3.30188679695129,5.18867921829224,6.60377359390259,6.60377359390259
"190","Panama",11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742942819,16472.8317548406,13293.3332050433,15491.2897902482,17357.6286293985,44.03,44.92,51.20542499,54,59.9506309,61.80553132,63.62841477,65.54188027,67.509728,67.509728,162.3588926,177.5895959,145.1045438,127.7034008,128.909028,137.3834585,137.6404715,142.2454753,147.7006123,156.3065885,83.18,82.41,84.26,82.13,82.28,83.47,84.93,80.54,79.38,79.16,41.2322273254395,54.2857131958008,59.0476188659668,60,60.9523811340332,55.6603775024414,57.5471687316895,54.2452812194824,55.1886787414551,55.1886787414551
"192","Paraguay",6435.82655022784,6629.4265185753,5861.38972416093,5759.01833315657,6136.05835430284,6242.96150239538,5807.83881414187,5353.34804464198,5959.44176327886,6153.05567679103,36.9,43,49.71630466,53.40412748,61.07575622,64.99354302,68.51762842,73.95751114,77.01838621,76.25916611,117.4443175,119.9410874,119.974846,119.5138493,117.5106256,115.4634996,118.8639678,118.8308269,118.9635011,127.7049687,88.7,85.09,86.94,85.96,86.78,86.78,86.78,86.78,86.78,86.78,22.748815536499,42.3809509277344,48.5714302062988,50.476188659668,46.1904754638672,43.8679237365723,46.2264137268066,47.6415100097656,47.1698112487793,47.1698112487793
"193","Peru",6697.18768268879,6614.83049889676,6180.11879937394,6163.86117862599,6676.3077877014,6912.10462268352,6955.88176963678,6063.62657980167,6635.46392344859,7125.8292350929,39.2,40.2,40.85260091,45.46174069,50.45041218,55.05433424,59.9505036,65.25179796,71.10782643,74.67495125,99.18268397,105.0276552,111.4742209,118.631109,123.1285796,130.8994047,121.3854737,118.176464,127.8361756,122.0264016,87.04,86.93,85.86,86.63,86.01,87.19,85.82,78.34,82.55,84.23,20.3791465759277,27.1428565979004,32.3809509277344,38.0952377319336,36.1904754638672,37.2641525268555,42.4528312683105,34.4339637756348,32.0754699707031,32.0754699707031
"194","Philippines",2847.56795417743,2935.9285781194,2974.29692047629,3038.15204593606,3077.43443152814,3194.67270414955,3413.8490672059,3224.4228110466,3460.53940077621,3498.50981598253,32.7,34.7,36.9,39.2,41.6,44.1,43.02661187,47.11190815,52.67573808,52.67573808,103.1328562,109.8700461,114.3710694,114.5140314,112.3979818,123.9757392,151.5865313,133.3257005,143.4358742,144.0428223,63.49,63.49,63.16,63.3,60.41,60.41,60.41,60.41,60.41,60.41,16.1137447357178,21.9047622680664,19.5238094329834,9.5238094329834,11.4285717010498,12.7358493804932,16.5094337463379,20.7547168731689,16.9811325073242,16.9811325073242
